Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Ganhadores_Sena;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1406;14/07/2012;7;10;17;24;38;57;0;0,00;134;12809,17;9133;268,48;3161842,16;6000000,00;27562937,71
1407;18/07/2012;18;29;31;42;43;53;0;0,00;53;34598,18;3583;731,11;6539717,17;11000000,00;28045491,30
1408;21/07/2012;4;19;20;24;39;43;0;0,00;118;19353,93;8075;404,02;10746651,56;16000000,00;28646481,94
1409;25/07/2012;6;19;26;47;50;58;0;0,00;96;25376,40;6846;508,35;28288400,52;33000000,00;29287570,12
1410;28/07/2012;18;29;40;42;50;54;0;0,00;70;48372,46;6917;699,32;34525901,60;42000000,00;30178641,72
1411;01/08/2012;8;12;32;44;46;48;2;21505646,36;360;12795,43;21016;313,11;0,00;3000000,00;31390840,47
1412;04/08/2012;6;8;24;37;41;45;1;3288513,09;103;17331,97;6893;369,98;0,00;2000000,00;31860628,06
1413;07/08/2012;13;15;33;45;54;55;0;0,00;70;12672,64;3887;326,02;1634104,26;4000000,00;32094071,54
1414;09/08/2012;21;37;44;46;49;57;0;0,00;36;41848,78;3349;642,64;18502377,63;22000000,00;32490533,60
1415;11/08/2012;26;36;40;46;49;51;0;0,00;39;61075,63;3766;903,55;22890179,88;28000000,00;33117362,51
1416;15/08/2012;3;19;22;24;35;49;2;14192091,49;206;14477,96;14457;294,71;0,00;2500000,00;33902220,11
1417;18/08/2012;5;12;45;52;56;59;4;773932,30;83;20247,46;6383;376,11;0,00;2000000,00;34344467,15
1418;22/08/2012;7;8;10;12;27;56;0;0,00;188;7637,07;11107;184,66;2644837,54;5600000,00;34722301,10
1419;25/08/2012;17;21;30;48;52;58;0;0,00;56;32191,40;3828;672,75;17872769,48;22000000,00;35196700,69
1420;29/08/2012;2;11;16;18;36;45;0;0,00;129;18723,93;9189;375,50;22322165,67;28000000,00;35832328,73
1421;01/09/2012;19;31;39;44;53;59;1;27700609,77;142;20561,45;8046;518,39;0,00;2500000,00;36600677,91
1422;05/09/2012;2;5;13;17;39;44;1;2662243,82;250;5780,87;12007;171,94;0,00;2000000,00;36980998,47
1423;08/09/2012;3;8;21;25;27;43;3;729819,96;187;6355,96;8340;203,59;0,00;2000000,00;37293778,46
1424;12/09/2012;3;7;15;29;38;60;0;0,00;83;16458,38;6625;294,56;13325277,46;17000000,00;37653264,05
1425;15/09/2012;7;16;29;36;38;50;1;17534538,97;82;27866,19;6460;505,31;0,00;2000000,00;38254587,13
1426;19/09/2012;6;15;18;24;30;44;0;0,00;67;19687,18;5957;316,32;2429813,06;5500000,00;38601703,29
1427;22/09/2012;8;39;44;47;53;56;0;0,00;73;23322,46;4824;504,18;5566069,41;9000000,00;39049739,92
1428;26/09/2012;7;15;19;34;37;55;1;8826040,59;204;8674,99;9777;258,58;0,00;2000000,00;39515450,10
1429;29/09/2012;9;12;22;39;48;60;0;0,00;59;25259,36;4805;443,08;12664526,03;16000000,00;39907634,98
1430;03/10/2012;2;19;22;30;46;52;0;0,00;87;26310,37;6685;489,15;16881109,04;22000000,00;40510004,01
1431;06/10/2012;5;9;13;33;40;54;0;0,00;278;10435,48;17721;233,86;22225171,32;28000000,00;41273441,49
1432;10/10/2012;16;24;25;42;45;59;0;0,00;124;24792,19;10268;427,71;27888229,83;35000000,00;42082449,86
1433;13/10/2012;4;13;14;40;46;52;1;33905517,49;124;26342,96;9358;498,66;0,00;2000000,00;42942062,39
1434;17/10/2012;3;18;22;34;55;58;2;1352380,47;116;12657,75;6335;331,10;0,00;19000000,00;43328456,82
1435;20/10/2012;4;15;45;47;50;52;0;0,00;93;26165,43;6915;502,71;19534166,50;25000000,00;43968821,22
1436;24/10/2012;1;13;23;24;30;57;0;0,00;127;21218,15;9275;415,04;24498095,24;30000000,00;44677953,92
1437;27/10/2012;22;23;26;37;38;48;0;0,00;107;33311,44;8856;574,96;31063955,59;38000000,00;45615933,98
1438;31/10/2012;7;14;31;33;36;49;2;19240377,33;712;5654,86;19524;294,60;0,00;2500000,00;46675476,71
1439;03/11/2012;2;34;35;42;43;55;0;0,00;45;32387,25;3961;525,63;19099165,19;25000000,00;47059009,86
1440;07/11/2012;2;6;28;36;51;56;1;24405605,10;148;19463,78;11068;371,81;0,00;2000000,00;47817072,71
1441;10/11/2012;17;29;36;38;53;56;0;0,00;66;26165,75;5471;450,93;3181203,48;6700000,00;48271530,35
1442;14/11/2012;12;13;20;30;34;49;0;0,00;80;25198,19;6274;459,00;6894620,79;11000000,00;48802018,55
1443;17/11/2012;12;20;32;48;52;54;0;0,00;72;29228,38;5984;502,39;10771227,06;15000000,00;49355819,46
1444;21/11/2012;2;5;27;28;48;55;0;0,00;175;13021,24;11165;291,56;27713340,32;32000000,00;49955481,87
1445;24/11/2012;5;19;32;41;49;58;1;33883410,57;133;25183,96;10497;455,83;0,00;2500000,00;50836920,50
1446;28/11/2012;6;13;24;32;40;51;1;2639040,77;87;16466,92;5521;370,69;0,00;2500000,00;51213926,34
1447;01/12/2012;1;19;28;33;39;41;0;0,00;51;32040,96;4339;538,00;3010163,50;6000000,00;51643949,71
1448;05/12/2012;1;25;29;36;56;60;0;0,00;83;21898,01;6212;417,97;6358254,43;10000000,00;52122248,43
1449;08/12/2012;2;6;18;30;52;56;0;0,00;116;18517,69;8481;361,82;22336184,15;27000000,00;52687525,39
1450;12/12/2012;26;27;31;38;44;45;0;0,00;88;30888,14;7146;543,39;27343313,77;33000000,00;53402829,63
1451;15/12/2012;2;10;11;33;52;57;0;0,00;164;19191,54;12868;349,41;33141179,59;40000000,00;54231096,19
1452;18/12/2012;2;14;28;50;57;58;0;0,00;60;36504,89;5878;532,32;37175930,17;41000000,00;54807489,15
1453;20/12/2012;6;13;25;32;47;57;0;0,00;282;10734,25;14237;303,74;42752088,24;48000000,00;55604083,17
1454;22/12/2012;4;27;29;41;48;52;0;0,00;144;23883,32;11007;446,36;122411671,25;230000000,00;122411671,25
1455;31/12/2012;14;32;33;36;41;52;3;81594699,72;1368;27413,18;113258;473,01;0,00;2500000,00;0,00
1456;02/01/2013;6;8;14;26;36;40;0;0,00;24;29713,02;2685;379,41;1313627,95;3500000,00;187661,16
1457;05/01/2013;15;16;34;42;46;59;0;0,00;96;18748,79;6867;374,43;4629202,83;7500000,00;661314,73
1458;09/01/2013;2;4;16;33;44;51;0;0,00;134;15358,12;9515;308,98;8420233,24;13000000,00;1202890,51
1459;12/01/2013;2;6;30;34;35;52;1;13246202,09;147;17821,85;11563;323,66;0,00;13000000,00;1892314,64
1460;16/01/2013;4;14;27;38;50;52;0;0,00;103;20925,78;7074;435,26;12296574,51;17000000,00;2459513,28
1461;19/01/2013;31;36;44;47;49;54;0;0,00;99;27077,55;6683;573,02;17234665,08;23000000,00;3164954,80
1462;23/01/2013;5;9;25;27;38;40;1;22470803,48;392;7251,21;12264;331,10;0,00;2000000,00;3912974,58
1463;26/01/2013;13;22;28;29;40;48;0;0,00;46;35283,98;4520;512,97;2989852,91;6000000,00;4340096,43
1464;30/01/2013;2;24;32;50;54;59;0;0,00;76;23495,23;5570;457,97;19117004,46;25000000,00;4810001,00
1465;02/02/2013;6;11;16;26;44;53;0;0,00;117;23295,61;7939;490,45;24137821,57;30000000,00;5527260,60
1466;06/02/2013;4;6;13;34;37;51;1;29873254,83;213;14617,47;15287;290,95;0,00;3000000,00;6346608,23
1467;09/02/2013;23;24;26;41;52;53;1;3097080,96;75;22416,97;3925;611,92;0,00;1500000,00;6789048,38
1468;13/02/2013;1;2;10;19;20;37;1;1542491,77;179;4677,95;6493;184,23;0,00;2000000,00;7009404,35
1469;16/02/2013;4;13;35;54;56;58;0;0,00;105;15231,81;6920;330,16;14475394,97;19000000,00;7430283,35
1470;20/02/2013;2;34;36;38;51;55;2;9438162,39;172;13889,98;9203;370,85;0,00;3000000,00;8058987,62
1471;23/02/2013;10;25;33;36;40;58;0;0,00;92;17770,13;5159;452,70;3011569,17;6500000,00;8489211,81
1472;27/02/2013;12;18;23;25;45;50;0;0,00;130;13563,89;7002;359,75;6259763,90;10000000,00;8953239,64
1473;02/03/2013;2;12;33;57;58;60;0;0,00;121;18428,91;8300;383,80;10367470,95;15000000,00;9540054,94
1474;06/03/2013;1;2;3;11;28;43;1;14742572,93;158;15031,99;11838;286,61;0,00;16000000,00;10165069,53
1475;09/03/2013;12;13;37;44;48;51;1;16179244,60;111;20277,36;9065;354,70;0,00;3000000,00;10757381,79
1476;13/03/2013;4;10;26;37;47;57;0;0,00;58;25819,12;4681;457,01;2758568,78;7000000,00;11151463,06
1477;16/03/2013;3;4;46;50;56;59;0;0,00;58;33527,40;4036;688,30;6340706,88;10000000,00;11663197,09
1478;20/03/2013;10;27;37;40;47;55;0;0,00;56;35716,33;4924;580,28;10025127,83;15000000,00;12189542,95
1479;23/03/2013;21;48;50;54;57;60;0;0,00;59;40564,43;5006;682,98;26112714,84;32000000,00;12819359,12
1480;27/03/2013;9;14;21;26;36;52;1;31618202,79;151;19792,67;11395;374,68;0,00;2500000,00;13605857,42
1481;30/03/2013;17;27;28;40;44;55;0;0,00;46;28132,97;3154;586,15;2383898,76;5200000,00;13946414,38
1482;03/04/2013;6;9;11;34;41;53;0;0,00;79;20782,22;5433;431,69;5408258,78;9000000,00;14378465,82
1483;06/04/2013;1;35;39;53;55;56;0;0,00;53;38750,70;4817;609,08;9191551,17;13000000,00;14918936,18
1484;10/04/2013;17;20;24;29;49;53;0;0,00;85;25680,65;7114;438,34;24978254,24;30000000,00;15493371,66
1485;13/04/2013;4;27;30;36;54;59;0;0,00;212;14575,86;12408;355,77;30670509,92;37000000,00;16306551,06
1486;17/04/2013;1;6;10;34;40;54;1;37137524,71;174;20176,24;12128;413,52;0,00;2500000,00;17230410,34
1487;20/04/2013;4;9;17;23;28;53;0;0,00;198;8062,23;9593;237,72;2940589,52;6500000,00;17650494,57
1488;24/04/2013;4;22;25;38;45;51;1;6092267,98;144;11881,33;7105;344,00;0,00;2800000,00;18100734,36
1489;27/04/2013;1;15;24;26;28;48;1;2867241,35;86;18098,87;5462;407,09;0,00;17000000,00;18510340,29
1490;02/05/2013;1;3;31;32;43;52;0;0,00;73;26934,64;4902;573,01;16896662,04;20500000,00;19027768,93
1491;04/05/2013;6;26;45;50;56;60;0;0,00;74;31442,92;5450;609,90;21182827,87;25000000,00;19640078,34
1492;08/05/2013;4;9;18;44;46;48;1;26460707,33;232;12349,72;12719;321,80;0,00;2400000,00;20394061,14
1493;11/05/2013;7;12;24;27;30;49;2;1471764,39;137;11663,62;9075;251,54;0,00;2500000,00;20814565,27
1494;15/05/2013;2;14;24;28;35;50;0;0,00;68;20542,92;5746;347,30;14329345,31;19000000,00;21182175,42
1495;18/05/2013;4;13;14;44;49;57;0;0,00;140;16899,84;9828;343,91;18687724,13;24000000,00;21804800,99
1496;22/05/2013;14;18;28;41;47;54;0;0,00;106;25446,39;8337;462,19;23656465,87;29000000,00;22514621,25
1497;25/05/2013;4;5;7;27;45;58;0;0,00;252;11685,01;17540;239,82;29080768,61;34500000,00;23289521,66
1498;29/05/2013;6;11;27;40;46;49;0;0,00;237;14636,95;14820;334,38;35470952,42;43000000,00;24202405,07
1499;01/06/2013;8;22;26;33;37;54;1;43036617,07;295;13922,29;18276;321,03;0,00;22000000,00;25283214,32
1500;05/06/2013;10;18;31;43;57;59;1;22610179,37;81;30598,43;7055;501,86;0,00;3000000,00;25935444,12
1501;08/06/2013;1;7;13;29;37;54;1;3144718,24;238;7172,83;11210;217,55;0,00;3000000,00;26384689,60
1502;12/06/2013;6;22;43;51;52;57;0;0,00;48;31688,04;3580;606,95;2801889,58;6000000,00;26784959,56
1503;15/06/2013;3;4;16;22;36;42;0;0,00;111;16427,17;8448;308,34;6160813,94;10000000,00;27264805,91
1504;19/06/2013;2;10;12;30;41;42;0;0,00;74;25045,42;5957;444,46;20439900,82;25000000,00;27752532,60
1505;22/06/2013;1;2;6;9;16;32;0;0,00;263;9151,90;15199;226,23;24873756,07;29500000,00;28385940,50
1506;26/06/2013;3;14;18;34;42;49;0;0,00;182;13681,20;10892;326,58;29460557,82;35000000,00;29041197,91
1507;29/06/2013;24;46;50;51;52;56;0;0,00;93;34293,63;7021;648,93;35335598,46;42000000,00;29880489,43
1508;03/07/2013;17;18;30;35;39;58;2;21168975,92;115;33054,59;10276;528,45;0,00;2500000,00;30880825,64
1509;06/07/2013;1;6;27;46;51;59;0;0,00;71;22607,95;5633;407,08;18579983,72;22000000,00;31303237,45
1510;10/07/2013;1;8;17;44;46;53;1;22933056,04;95;24874,70;9101;370,93;0,00;2700000,00;31925104,94
1511;13/07/2013;4;8;17;29;31;45;0;0,00;138;11883,51;7658;305,92;3020912,81;6500000,00;32356663,93
1512;17/07/2013;11;28;35;42;46;58;0;0,00;94;19009,23;5874;434,57;6312511,60;10000000,00;32826892,34
1513;20/07/2013;17;28;31;56;57;58;0;0,00;44;47603,75;4837;618,61;10170920,65;14500000,00;33378093,65
1514;24/07/2013;16;17;23;42;59;60;1;14061405,08;66;31999,66;6219;485,14;0,00;14000000,00;33933877,16
1515;27/07/2013;4;13;14;18;49;59;1;15200594,63;111;17732,26;8567;328,21;0,00;2500000,00;34451845,80
1516;31/07/2013;4;18;20;34;45;60;1;2581185,45;56;25021,69;3946;507,28;0,00;2500000,00;34820586,59
1517;03/08/2013;7;17;38;45;52;56;0;0,00;60;25710,14;5366;410,68;2841647,55;6000000,00;35226536,24
1518;06/08/2013;8;9;28;41;48;55;0;0,00;28;36256,85;2892;501,47;4711737,63;6700000,00;35493691,99
1519;08/08/2013;5;6;15;23;56;59;0;0,00;72;21543,33;5886;376,46;16228282,25;21000000,00;35901881,44
1520;10/08/2013;7;31;35;36;46;48;0;0,00;43;53442,81;5886;557,74;20461515,75;25000000,00;36506629,10
1521;14/08/2013;11;14;18;30;33;39;1;25313774,00;134;19657,33;9266;406,10;0,00;2500000,00;37199808,87
1522;17/08/2013;5;8;23;32;33;56;0;0,00;93;16446,20;6765;322,98;2817494,59;6000000,00;37602308,11
1523;21/08/2013;22;25;31;39;41;44;0;0,00;61;27846,83;4254;570,44;5946598,97;9500000,00;38049323,03
1524;24/08/2013;2;12;40;46;52;53;0;0,00;53;38596,27;4637;630,21;21532147,87;26000000,00;38587639,37
1525;28/08/2013;2;26;30;35;46;54;0;0,00;67;36863,34;6260;563,63;26081860,01;32000000,00;39237598,27
1526;31/08/2013;10;16;28;47;51;59;1;31746274,15;149;20637,37;10735;409,20;0,00;2500000,00;40046800,31
1527;04/09/2013;16;32;36;42;44;48;0;0,00;92;14866,46;5439;359,23;2519473,73;5200000,00;40406725,15
1528;06/09/2013;4;13;15;19;36;58;0;0,00;101;12591,67;7347;247,28;4862186,40;7500000,00;40741398,40
1529;11/09/2013;11;15;17;34;35;49;1;8144582,40;75;23758,30;6622;384,40;0,00;15000000,00;41210312,13
1530;14/09/2013;10;16;28;33;48;53;2;7800140,92;138;15973,07;9644;326,52;0,00;2500000,00;41790386,73
1531;18/09/2013;12;13;24;41;42;44;0;0,00;108;12777,02;5944;331,64;2541953,77;5500000,00;42153523,00
1532;21/09/2013;2;11;23;31;42;44;3;1934416,36;91;19455,14;5676;445,58;0,00;2500000,00;42619422,34
1533;25/09/2013;13;21;29;34;47;57;0;0,00;89;15085,80;5659;338,93;2473276,87;5200000,00;42972747,62
1534;28/09/2013;1;12;28;29;34;48;1;5734618,57;89;19892,61;6196;408,19;0,00;12300000,00;43438653,59
1535;02/10/2013;8;9;25;41;54;55;0;0,00;63;30780,52;6058;457,28;13376862,66;17000000,00;43948962,26
1536;05/10/2013;13;18;29;32;50;58;0;0,00;89;27340,47;7408;469,24;17859260,43;23000000,00;44589304,81
1537;09/10/2013;6;10;33;50;51;56;1;23232379,04;209;13956,16;11870;351,04;0,00;2500000,00;45356893,20
1538;11/10/2013;23;27;35;52;53;57;1;2163459,28;132;8897,35;5238;320,31;0,00;2500000,00;45665958,83
1539;16/10/2013;8;10;20;26;49;58;0;0,00;53;27254,69;4366;472,64;14133639,10;17500000,00;46046090,11
1540;19/10/2013;3;17;27;32;47;54;0;0,00;299;8340,81;14429;246,91;18727668,11;23000000,00;46702379,98
1541;23/10/2013;5;24;37;44;49;58;0;0,00;205;13154,60;12026;320,34;23695260,85;29000000,00;47412036,10
1542;26/10/2013;7;11;12;30;39;57;0;0,00;154;20868,02;11783;389,62;29615187,77;37000000,00;48257739,96
1543;30/10/2013;7;15;20;23;30;41;0;0,00;182;21370,06;13138;422,91;36779781,70;45000000,00;49281253,40
1544;01/11/2013;2;21;30;35;45;50;0;0,00;152;26624,88;10385;556,70;63155442,89;75000000,00;50346248,42
1545;06/11/2013;4;6;11;24;45;48;1;80499108,16;680;13845,79;45410;296,19;0,00;2800000,00;52823914,90
1546;09/11/2013;4;17;38;44;53;60;0;0,00;100;17358,44;6673;371,61;3197606,56;6500000,00;53280715,85
1547;13/11/2013;2;9;10;18;21;28;1;6867422,89;227;8776,15;11559;246,21;0,00;2500000,00;53804975,33
1548;16/11/2013;19;41;42;44;47;54;0;0,00;45;31037,69;3429;581,88;2572861,18;5700000,00;54172526,94
1549;20/11/2013;10;12;16;20;32;53;1;5772796,80;66;26319,82;6564;378,05;0,00;23000000,00;54629660,61
1550;23/11/2013;9;13;21;27;36;56;1;23634735,21;229;11349,56;14109;263,16;0,00;2500000,00;55313620,88
1551;27/11/2013;2;15;19;21;23;38;1;2820316,51;131;11687,25;7631;286,61;0,00;3000000,00;55716523,25
1552;30/11/2013;7;18;24;26;39;46;0;0,00;122;13693,19;7839;304,44;3077362,89;6500000,00;56156146,53
1553;04/12/2013;20;21;22;29;46;60;0;0,00;48;39092,63;3788;707,66;6533974,54;11000000,00;56649948,22
1554;07/12/2013;30;32;49;50;52;53;0;0,00;60;37772,91;4098;790,06;22222363,27;27500000,00;57246362,58
1555;11/12/2013;2;5;23;33;52;59;0;0,00;167;16791,74;13033;307,37;27388034,29;33000000,00;57984315,60
1556;14/12/2013;1;4;7;10;11;52;0;0,00;549;6125,83;26705;179,90;33583180,67;40000000,00;58869336,52
1557;17/12/2013;4;16;18;31;45;46;0;0,00;123;20612,58;8744;414,21;38253558,38;44000000,00;59536533,35
1558;19/12/2013;7;15;17;31;42;54;0;0,00;186;18644,94;11538;429,38;44641902,75;53000000,00;60449153,98
1559;21/12/2013;8;12;16;29;37;58;1;51491466,00;317;11729,76;16431;323,28;0,00;200000000,00;79825384,73
1560;31/12/2013;20;30;36;38;47;53;4;56169465,02;1147;38701,20;90376;701,67;0,00;1500000,00;0,00
1561;02/01/2014;23;26;28;54;55;60;0;0,00;20;25914,28;1669;443,62;954736,58;3000000,00;136390,97
1562;04/01/2014;10;12;23;37;47;51;0;0,00;59;22007,62;4384;423,11;3346617,51;5800000,00;478088,26
1563;09/01/2014;1;6;13;20;36;43;1;6872625,83;202;9475,83;10395;263,05;0,00;2500000,00;981803,74
1564;11/01/2014;25;38;44;46;53;54;1;3219906,28;71;24619,00;5602;445,74;0,00;9000000,00;1441790,38
1565;15/01/2014;18;37;39;41;43;51;0;0,00;52;38754,07;5157;558,24;10056109,18;15000000,00;1972109,22
1566;18/01/2014;5;6;11;32;36;60;1;14791263,61;133;19327,16;8797;417,43;0,00;2500000,00;2648559,87
1567;22/01/2014;2;15;30;38;48;53;0;0,00;59;25222,12;4463;476,33;2741246,19;6000000,00;3040166,48
1568;25/01/2014;19;24;25;28;42;58;0;0,00;103;18255,37;7192;373,49;6204962,36;10000000,00;3534983,09
1569;29/01/2014;5;15;18;31;42;53;0;0,00;81;25568,62;6718;440,40;21628185,40;27000000,00;4079998,49
1570;01/02/2014;15;18;24;42;46;56;0;0,00;225;13231,54;11903;357,30;27112310,39;34000000,00;4863444,93
1571;05/02/2014;3;29;32;46;55;60;0;0,00;176;20467,75;11857;434,02;33748171,78;41000000,00;5811425,14
1572;08/02/2014;20;27;42;45;46;47;0;0,00;93;46724,09;11613;534,54;41752746,75;50000000,00;6954935,86
1573;12/02/2014;7;16;21;35;36;38;0;0,00;230;23076,78;19015;398,75;51530013,98;62000000,00;8351688,34
1574;15/02/2014;6;27;28;33;46;48;0;0,00;459;14318,71;29794;315,12;90042313,82;105000000,00;10081237,88
1575;19/02/2014;1;4;5;14;45;56;1;111503902,49;709;16432,41;42590;390,78;0,00;3000000,00;13147179,13
1576;22/02/2014;13;15;21;26;30;46;0;0,00;88;21264,00;5886;454,16;3447005,08;7000000,00;13639608,44
1577;26/02/2014;11;14;25;32;51;59;1;7599721,82;86;26213,16;6004;536,38;0,00;2500000,00;14232853,70
1578;01/03/2014;3;6;30;37;53;56;0;0,00;107;16801,81;6347;404,64;3311724,97;5000000,00;14705957,28
1579;05/03/2014;25;34;40;49;51;60;0;0,00;23;47748,72;2180;719,67;26955151,45;33000000,00;14994962,69
1580;08/03/2014;1;6;14;17;33;36;2;16776243,36;378;9474,63;20400;250,79;0,00;2500000,00;15937439,15
1581;12/03/2014;14;15;25;30;31;34;0;0,00;41;41234,00;4202;574,75;3114252,13;7000000,00;16382332,33
1582;15/03/2014;1;4;13;17;38;48;1;7343875,35;125;18368,65;10807;303,51;0,00;3000000,00;16986564,23
1583;19/03/2014;2;9;17;18;45;47;0;0,00;130;12721,86;7907;298,80;3046550,39;6500000,00;17421785,73
1584;22/03/2014;3;22;27;28;50;54;0;0,00;97;22466,84;7379;421,90;20262421,25;25000000,00;17995281,33
1585;26/03/2014;2;43;47;48;49;55;0;0,00;103;28656,30;8235;512,03;25699576,97;33000000,00;18772017,88
1586;29/03/2014;8;39;43;46;47;58;0;0,00;150;25052,84;10556;508,57;32622073,40;40000000,00;19760945,96
1587;02/04/2014;8;19;21;30;52;56;0;0,00;179;25221,63;12440;518,45;40938574,57;50000000,00;20949017,56
1588;05/04/2014;23;29;32;36;45;49;2;25541942,10;353;15601,86;21216;370,84;0,00;2500000,00;22398347,52
1589;09/04/2014;4;5;11;19;41;51;0;0,00;87;19464,78;7815;309,55;24453798,07;30000000,00;22843988,51
1590;12/04/2014;7;20;34;40;44;55;0;0,00;89;37931,98;8050;599,10;30672645,09;38000000,00;23732395,24
1591;16/04/2014;4;10;23;33;38;55;1;37626306,90;278;13578,58;16180;333,29;0,00;2000000,00;24725775,52
1592;19/04/2014;31;36;38;41;42;49;0;0,00;23;57425,97;2341;806,00;2433047,61;5000000,00;25073353,76
1593;23/04/2014;4;9;17;18;21;38;1;5259292,04;136;11281,23;8689;252,24;0,00;3000000,00;25477102,98
1594;26/04/2014;6;7;8;23;43;53;0;0,00;71;24708,01;6341;395,22;16848508,95;22000000,00;25938752,61
1595;30/04/2014;2;5;8;42;46;59;2;10975751,52;236;11738,12;12387;319,48;0,00;2000000,00;26667751,78
1596;03/05/2014;1;5;7;10;12;45;1;2826993,10;380;4038,56;16970;129,19;0,00;3000000,00;27071607,95
1597;07/05/2014;5;10;16;44;50;52;0;0,00;57;28914,82;5638;417,61;3036056,24;7000000,00;27505330,29
1598;10/05/2014;29;31;36;42;47;53;0;0,00;121;17829,91;6776;454,84;7010250,78;12000000,00;28073072,37
1599;14/05/2014;3;10;15;35;36;58;1;11882469,39;135;19591,99;8922;423,49;0,00;18000000,00;28769103,61
1600;17/05/2014;9;23;32;35;46;57;1;17751928,34;110;26147,87;8443;486,66;0,00;2500000,00;29526015,66
1601;21/05/2014;8;10;24;45;56;60;0;0,00;90;19047,65;5373;455,79;3157899,01;7000000,00;29977144,11
1602;24/05/2014;8;12;22;35;40;44;1;7222388,90;69;31977,36;6039;521,94;0,00;3000000,00;30557785,55
1603;28/05/2014;13;20;27;31;53;60;0;0,00;64;25486,21;4652;500,89;3004689,56;7000000,00;30987026,93
1604;31/05/2014;2;21;24;27;40;51;0;0,00;62;35017,62;5333;581,57;19276829,60;25000000,00;31558367,10
1605;04/06/2014;9;19;21;30;31;42;0;0,00;87;34579,33;6694;642,02;24818622,91;32000000,00;32350051,87
1606;07/06/2014;1;15;37;42;46;54;1;31599293,88;101;36444,91;9327;563,79;0,00;3000000,00;33318719,17
1607;11/06/2014;7;31;32;41;51;52;0;0,00;91;18299,40;2820;843,58;3067558,10;7000000,00;33756941,77
1608;14/06/2014;5;6;17;43;54;59;0;0,00;79;25432,55;5998;478,53;6768663,83;11000000,00;34285671,16
1609;18/06/2014;2;6;13;26;53;60;0;0,00;140;14826,54;8573;345,88;24995950,53;30000000,00;34831912,32
1610;21/06/2014;1;4;9;35;36;53;0;0,00;173;15606,46;9626;400,68;29969484,28;36000000,00;35542417,17
1611;25/06/2014;24;28;47;50;51;58;0;0,00;97;32077,50;6367;698,13;35701227,50;43000000,00;36361237,63
1612;28/06/2014;6;13;17;36;42;51;2;21337822,84;261;14506,18;16822;321,52;0,00;3000000,00;37357583,11
1613;02/07/2014;4;18;31;44;46;49;0;0,00;103;16406,04;5801;416,14;3112828,98;7000000,00;37802272,98
1614;05/07/2014;14;17;21;27;43;49;1;6912438,29;149;13843,25;7458;395,09;0,00;20000000,00;38345074,33
1615;09/07/2014;5;20;26;31;33;44;0;0,00;71;30288,72;5701;538,87;19419358,68;25000000,00;38910995,23
1616;12/07/2014;28;31;40;42;46;58;0;0,00;185;17075,01;6475;696,93;25238343,30;32000000,00;39742278,76
1617;16/07/2014;3;23;26;31;47;54;2;16075904,16;265;14162,36;13116;408,77;0,00;3000000,00;40729916,63
1618;19/07/2014;9;20;24;43;51;52;1;3400793,67;32;57692,04;3161;834,34;0,00;3000000,00;41215744,32
1619;23/07/2014;5;8;17;42;46;47;0;0,00;92;18392,04;7438;324,98;17707151,21;22000000,00;41661025,35
1620;26/07/2014;13;23;27;34;38;57;0;0,00;136;21094,54;9539;429,64;22991887,94;28000000,00;42415987,76
1621;30/07/2014;10;22;24;38;39;49;1;29279523,38;81;42139,35;6823;714,66;0,00;3000000,00;43314221,40
1622;02/08/2014;4;5;7;21;45;53;0;0,00;107;17975,91;7833;350,79;3543145,63;6500000,00;43820385,08
1623;05/08/2014;33;43;49;50;56;59;0;0,00;28;45968,32;1825;1007,52;5914143,04;10000000,00;44159099,02
1624;07/08/2014;2;27;32;41;47;58;0;0,00;76;27192,42;4576;645,17;23105539,15;28000000,00;44702947,47
1625;09/08/2014;11;22;36;40;45;52;0;0,00;77;38667,21;6419;662,62;28590177,11;35000000,00;45486467,18
1626;13/08/2014;3;5;14;35;43;52;0;0,00;158;24628,84;12451;446,47;35758465,17;44000000,00;46510508,34
1627;16/08/2014;20;26;32;41;45;57;1;44340626,24;130;35837,60;9306;715,18;0,00;3000000,00;47736531,37
